_time,temperature,humidity,pressure,windspeed,solarvolt,batvolt
2024-02-06 21:02:27.986000+00:00,24.5,100.0,987.4033203,0.0,0.0,4.797863007
2024-02-06 21:12:41.635000+00:00,24.48500061,100.0,987.3619995,0.0,0.0,4.799230576
2024-02-06 21:22:55.497000+00:00,24.43500137,100.0,987.4494629,0.0,0.0,4.797008514
2024-02-06 21:33:09.492000+00:00,24.44499969,100.0,987.5168457,0.0,0.0,4.798119545
2024-02-06 21:43:23.290000+00:00,24.35000038,100.0,987.5362549,15.29528427,0.0,4.798034668
2024-02-06 21:53:36.876000+00:00,24.30500031,100.0,987.5769043,0.0,0.0,4.797265053
2024-02-06 22:03:50.729000+00:00,24.22500038,100.0,987.5269775,3.990073919,0.0,4.798376083
2024-02-06 22:14:04.686000+00:00,24.27000046,100.0,987.5562744,3.990073919,0.0,4.794102669
2024-02-06 22:24:18.848000+00:00,24.29000092,100.0,987.7075195,0.0,0.0,4.796238899
2024-02-06 22:34:32.517000+00:00,24.32500076,100.0,987.7598267,0.0,0.0,4.794016838
2024-02-06 22:44:47.028000+00:00,24.30999947,100.0,987.739624,0.0,0.0,4.794188023
2024-02-06 22:55:00.422000+00:00,24.29500008,100.0,987.6719971,0.0,0.0,4.792136669
2024-02-06 23:05:14.744000+00:00,24.21500015,100.0,987.6425781,0.0,0.0,4.794273376
2024-02-06 23:15:28.789000+00:00,24.15999985,100.0,987.6768799,0.0,0.0,4.79017067
2024-02-06 23:25:42.835000+00:00,24.15500069,100.0,987.6804199,0.0,0.0,4.791709423
2024-02-06 23:35:56.843000+00:00,12.02000046,100.0,968.5273438,0.0,0.0,4.78965807
2024-02-06 23:46:11.196000+00:00,23.84000015,100.0,987.4991455,0.0,0.0,4.788974285
2024-02-06 23:56:25.065000+00:00,23.56499863,100.0,987.190918,9.310173035,0.0,4.789486885
2024-02-07 00:06:39.073000+00:00,23.54500008,100.0,987.1921387,3.990073919,0.0,4.784700394
2024-02-07 00:16:52.778000+00:00,23.625,100.0,987.1220093,0.0,0.0,4.793248177
2024-02-07 00:27:06.786000+00:00,23.72999954,100.0,987.0342407,0.0,0.0,4.785897255
2024-02-07 00:37:21.337000+00:00,23.66500092,100.0,986.9431152,0.0,0.0,4.786153793
2024-02-07 00:47:34.968000+00:00,23.63000107,100.0,986.9455566,7.315135956,0.0,4.784786224
2024-02-07 00:57:48.910000+00:00,23.57500076,100.0,986.8494873,11.30521011,0.0,4.786153793
2024-02-07 01:08:03.166000+00:00,23.57500076,100.0,986.8824463,0.0,0.0,4.783504486
2024-02-07 01:18:17.132000+00:00,23.58499908,100.0,986.8453369,0.0,0.0,4.783931732
2024-02-07 01:28:31.116000+00:00,23.48999977,100.0,986.7845459,23.94044495,0.0,4.785042763
2024-02-07 01:38:44.912000+00:00,23.65499878,100.0,986.6978149,0.0,0.0,4.782136917
2024-02-07 01:48:58.825000+00:00,23.64999962,100.0,986.5510254,0.0,0.0,4.786923409
2024-02-07 01:59:12.880000+00:00,23.63499832,100.0,986.4448853,0.0,0.0,4.78555584
2024-02-07 02:09:27.009000+00:00,23.64999962,100.0,986.2797241,0.0,0.0,4.780426979
2024-02-07 02:19:41.065000+00:00,23.43500137,100.0,986.1633301,12.63523483,0.0,4.778547287
2024-02-07 02:29:54.902000+00:00,23.40499878,100.0,986.0791626,3.325061798,0.0,4.780171394
2024-02-07 02:40:08.969000+00:00,23.28499985,100.0,985.8879395,7.980148315,0.0,4.78059864
2024-02-07 02:50:22.862000+00:00,23.23999977,100.0,985.7781372,7.315135956,0.0,4.775042534
2024-02-07 03:00:37.011000+00:00,23.30500031,100.0,985.6918945,11.30521011,0.0,4.779487133
2024-02-07 03:10:51.032000+00:00,23.34500122,100.0,985.5870361,0.0,0.0,4.777692318
2024-02-07 03:21:05.126000+00:00,23.31999969,100.0,985.3015137,7.315135956,0.0,4.780940056
2024-02-07 03:31:19.079000+00:00,23.25500107,100.0,984.9978027,7.315135956,0.0,4.775042534
2024-02-07 03:41:32.926000+00:00,23.25,100.0,984.8439331,3.325061798,0.0,4.777606964
2024-02-07 03:51:47.267000+00:00,23.22499847,100.0,984.6137085,3.325061798,0.0,4.774530411
2024-02-07 04:02:01.253000+00:00,23.21500015,100.0,984.491333,0.0,0.0,4.774615288
2024-02-07 04:12:15.302000+00:00,23.15499878,100.0,984.4672241,0.0,0.0,4.774273396
2024-02-07 04:22:29.370000+00:00,23.14500046,100.0,984.4099121,0.0,0.0,4.774615288
2024-02-07 04:32:43.416000+00:00,23.06000137,100.0,984.4093628,0.0,0.0,4.770171165
2024-02-07 04:42:57.255000+00:00,23.07500076,100.0,984.5015869,0.0,0.0,4.777606964
2024-02-07 04:53:11.158000+00:00,23.09999847,100.0,984.5828247,0.0,0.0,4.773589611
2024-02-07 05:03:24.992000+00:00,23.15499878,100.0,984.7713013,0.0,0.0,4.774529934
2024-02-07 05:13:39.173000+00:00,23.24499893,100.0,984.8810425,0.0,0.0,4.771538734
2024-02-07 05:23:53.132000+00:00,23.35499954,100.0,985.0569458,0.0,0.0,4.770854473
2024-02-07 05:34:07.556000+00:00,23.32500076,100.0,985.1896973,0.0,0.312983334,4.767777443
2024-02-07 05:44:21.199000+00:00,23.25500107,100.0,985.3687744,0.0,1.568172574,4.766922951
2024-02-07 05:54:35.241000+00:00,23.34000015,100.0,985.6038818,0.0,1.815221786,4.765641212
2024-02-07 06:04:49.051000+00:00,23.36000061,100.0,985.666748,0.0,2.062271118,4.766666412
2024-02-07 06:15:03.277000+00:00,23.43499947,100.0,985.7414551,0.0,2.945258617,4.765982628
2024-02-07 06:25:17.341000+00:00,23.60000038,100.0,985.8181152,0.0,4.302604675,4.765213966
2024-02-07 06:35:31.038000+00:00,23.59500122,100.0,985.9039917,0.0,4.266992092,4.765470028
2024-02-07 06:45:45.311000+00:00,23.54999924,100.0,985.9973145,0.0,4.526454926,4.763846397
2024-02-07 06:55:58.922000+00:00,23.46500015,100.0,986.0522461,0.0,5.016280174,4.769487381
2024-02-07 07:06:13.253000+00:00,23.56499863,100.0,986.0950928,0.0,5.215099335,4.767008781
2024-02-07 07:16:27.023000+00:00,23.52499962,100.0,986.1831055,0.0,5.171347141,4.766153812
2024-02-07 07:26:41.747000+00:00,23.65999985,100.0,986.2921143,0.0,5.287952423,4.775726795
2024-02-07 07:36:56.035000+00:00,23.81499863,100.0,986.3710938,0.0,5.264550209,4.784273148
2024-02-07 07:47:09.768000+00:00,23.85000038,100.0,986.3666382,0.0,5.269433975,4.787093639
2024-02-07 07:57:23.730000+00:00,23.88999939,100.0,986.4349365,3.325061798,5.229955673,4.779914856
2024-02-07 08:07:37.343000+00:00,24.14999962,100.0,986.5200195,0.0,5.26414299,4.781025887
2024-02-07 08:17:51.490000+00:00,24.14999962,100.0,986.4628906,0.0,5.288766861,4.784358978
2024-02-07 08:28:06.730000+00:00,24.88500023,100.0,986.4926758,0.0,5.289987564,4.789316177
2024-02-07 08:38:20.748000+00:00,25.07500076,99.10205078,986.4710083,0.0,5.284289837,4.792307854
2024-02-07 08:48:50.186000+00:00,26.67499924,94.31787109,986.3241577,0.0,5.340659142,4.801281929
2024-02-07 08:59:08.491000+00:00,27.05500031,86.59912109,986.2545776,0.0,5.369556427,4.811538696
2024-02-07 09:09:21.499000+00:00,25.77000046,90.78027344,986.2904053,0.0,5.369352818,4.810085773
2024-02-07 09:19:34.448000+00:00,25.64500046,91.94824219,986.2963867,0.0,5.364875793,4.812906265
2024-02-07 09:29:49.089000+00:00,26.27000046,88.88232422,986.2258301,0.0,5.359381676,4.821196556
2024-02-07 09:40:02.660000+00:00,26.14999962,89.70263672,986.2103271,0.0,5.369352818,4.822906017
2024-02-07 09:50:18.090000+00:00,27.86000061,78.84130859,986.2028809,0.0,5.429182053,4.828718185
2024-02-07 10:00:34.546000+00:00,28.56000137,78.17285156,986.2522583,0.0,5.475783348,4.83760643
2024-02-07 10:10:48.861000+00:00,29.51000023,76.11816406,986.161377,0.0,5.528490067,4.842308044
2024-02-07 10:21:03.297000+00:00,29.26499939,73.04345703,985.977356,0.0,5.540699959,4.844786644
2024-02-07 10:31:17.411000+00:00,28.52999878,71.29150391,985.8896484,7.980147839,5.531339169,4.845298767
2024-02-07 10:41:31.656000+00:00,29.10499954,69.69726563,985.7143555,3.990073919,5.481481552,4.837265015
2024-02-07 10:51:45.472000+00:00,29.57500076,69.3515625,985.5567627,3.990073919,6.731176376,5.979401588
2024-02-07 11:02:01.315000+00:00,29.76499939,65.66650391,985.4378052,0.0,6.728530884,5.956923485
2024-02-07 11:12:16.847000+00:00,30.04000092,67.30371094,985.3903198,0.0,5.465811729,4.830513
2024-02-07 11:22:30.039000+00:00,29.36499977,70.05371094,985.381958,0.0,5.438746452,4.830854416
2024-02-07 11:32:43.674000+00:00,29.5,72.92871094,985.3679199,0.0,5.471917152,4.836068153
2024-02-07 11:42:58.496000+00:00,31.04000092,65.99072266,985.3209229,0.0,6.113349915,5.397692204
2024-02-07 11:53:13.412000+00:00,31.62000084,67.41699219,985.2531738,0.0,6.11965847,5.390256405
2024-02-07 12:03:31.563000+00:00,29.92499924,71.89355469,985.1935425,0.0,5.444241047,4.828376293
2024-02-07 12:13:44.881000+00:00,28.45499992,80.21972656,985.0936279,0.0,5.413715839,4.825128555
2024-02-07 12:23:57.606000+00:00,28.35499954,81.84521484,985.0996704,0.0,5.394790649,4.823760509
2024-02-07 12:34:11.504000+00:00,28.77999878,79.97167969,985.1030273,0.0,5.447293282,4.829829216
2024-02-07 12:44:24.598000+00:00,28.27999878,80.22802734,985.0808716,0.0,5.379528046,4.824017525
2024-02-07 12:54:38.950000+00:00,28.08499908,82.4921875,985.0148926,0.0,5.377085686,4.824956894
2024-02-07 13:04:52.071000+00:00,27.59499931,84.26855469,984.9533691,0.0,5.334757805,4.823162556
2024-02-07 13:15:05.066000+00:00,27.25,86.66845703,984.7961426,0.0,5.332315922,4.822307587
2024-02-07 13:25:18.317000+00:00,27.30500031,87.36865234,984.7055664,0.0,5.358160973,4.823931694
2024-02-07 13:35:32.121000+00:00,27.52999878,85.93847656,984.6732178,3.990073919,5.377085686,4.82581234
2024-02-07 13:45:46.122000+00:00,27.93499947,84.88378906,984.536499,0.0,6.052503109,5.399743557
2024-02-07 13:56:03.733000+00:00,29.13000107,80.35009766,984.338501,0.0,5.473137856,4.841367722
2024-02-07 14:06:18.755000+00:00,30.05500031,77.93798828,984.3568115,0.0,5.940577507,5.23170948
2024-02-07 14:16:31.742000+00:00,28.65999985,79.91064453,984.3164063,16.62530899,5.443834305,4.833846092
2024-02-07 14:26:44.404000+00:00,27.71500015,86.17529297,984.3132324,0.0,5.388685226,4.823931694
2024-02-07 14:36:57.247000+00:00,27.23500061,87.93115234,984.1337891,3.990073919,5.369963169,4.825983047
2024-02-07 14:47:11.665000+00:00,28.31000137,83.484375,983.9205322,3.990073919,6.160765171,5.482393265
2024-02-07 14:57:26.474000+00:00,28.88500023,80.32421875,983.8115234,4.655086517,6.217541695,5.525812149
2024-02-07 15:07:40.780000+00:00,29.06499863,80.00585938,983.5913696,3.990073919,6.204720974,5.491880417
2024-02-07 15:17:55.170000+00:00,29.13500023,79.97460938,983.3759766,0.0,6.268416882,5.564188004
2024-02-07 15:28:08.665000+00:00,29.07500076,79.54199219,983.1583862,26.60049438,6.898860455,6.151453018
2024-02-07 15:38:21.754000+00:00,28.86999893,80.68115234,983.1424561,0.0,5.497761726,4.845469952
2024-02-07 15:48:35.431000+00:00,28.73500061,80.09423828,983.2167969,0.0,5.478428841,4.840598106
2024-02-07 15:58:49.321000+00:00,28.90999985,79.95996094,983.2145386,18.62034607,6.939764023,6.227008343
2024-02-07 16:09:04.142000+00:00,29.47999954,78.07763672,983.3085938,9.310173035,6.104598999,5.380000114
2024-02-07 16:19:18.551000+00:00,28.73500061,79.94824219,983.3299561,12.63523483,6.773707867,6.022820473
2024-02-07 16:29:32.511000+00:00,28.45000076,81.90039063,983.3879395,0.0,5.457875252,4.833162308
2024-02-07 16:39:46.248000+00:00,28.52000046,82.46923828,983.3887329,0.0,5.49898243,4.844786644
2024-02-07 16:49:59.529000+00:00,28.52499962,83.24707031,983.4188232,0.0,5.482905865,4.841538429
2024-02-07 17:00:13.133000+00:00,28.24499893,82.59082031,983.3980103,0.0,5.412698746,4.825469971
2024-02-07 17:10:25.884000+00:00,27.56999969,85.48144531,983.3717041,0.0,5.390313625,4.825042725
2024-02-07 17:20:41.116000+00:00,28.07500076,83.13964844,983.1516724,6.650123596,6.013634682,5.349658012
2024-02-07 17:30:55.835000+00:00,28.18999863,81.99951172,983.0775146,0.0,6.077126503,5.381624222
2024-02-07 17:41:09.226000+00:00,27.57500076,83.86767578,983.1049194,15.96029758,5.479446411,4.843932152
2024-02-07 17:51:22.396000+00:00,27.34000015,86.02587891,983.0220947,0.0,5.414937019,4.827692032
2024-02-07 18:01:35.582000+00:00,27.13999939,86.17773438,982.9922485,0.0,5.382173538,4.823931694
2024-02-07 18:11:48.354000+00:00,26.72999954,88.33056641,983.005249,0.0,5.304029465,4.815470219
2024-02-07 18:22:01.340000+00:00,26.30500031,90.69970703,983.2558594,0.0,5.195563793,4.813674927
2024-02-07 18:32:14.975000+00:00,26.12999916,92.44775391,983.3575439,0.0,4.803215504,4.810427189
2024-02-07 18:42:28.316000+00:00,25.88999939,94.05859375,983.4257202,0.0,4.378306866,4.810341835
2024-02-07 18:52:42.061000+00:00,25.66999817,95.74804688,983.5584717,0.0,3.228530884,4.80957222
2024-02-07 19:02:55.292000+00:00,25.58499908,96.93701172,983.7230225,0.0,1.838624477,4.809914589
2024-02-07 19:13:08.854000+00:00,25.44499969,97.82958984,983.7026367,0.0,0.771672845,4.808461666
2024-02-07 19:23:22.341000+00:00,25.39500046,98.67382813,983.7769775,0.0,0.001017501,4.805213928
2024-02-07 19:33:35.931000+00:00,25.27499962,99.80664063,983.7438354,0.0,0.0,4.803247929
2024-02-07 19:43:49.213000+00:00,25.08000183,100.0,983.8408203,0.0,0.0,4.801623821
2024-02-07 19:54:02.759000+00:00,24.93000031,100.0,983.918396,0.0,0.0,4.80495739
2024-02-07 20:04:16.383000+00:00,24.875,100.0,984.2941895,0.0,0.0,4.805555344
2024-02-07 20:14:30.067000+00:00,24.84499931,100.0,984.6585693,0.0,0.0,4.801025391
2024-02-07 20:24:44.613000+00:00,24.72999954,100.0,984.979248,14.63027191,0.0,4.801623821
2024-02-07 20:34:58.024000+00:00,24.74499893,100.0,985.1181641,2.6600492,0.0,4.800256729
2024-02-07 20:45:11.251000+00:00,24.72999954,100.0,985.0905762,7.315135956,0.0,4.798461914
2024-02-07 20:55:24.832000+00:00,24.71500015,100.0,985.2993164,3.325061798,0.0,4.79777813
